,Film,Out-Degree Centrality,Country,tconst,Year
19867,The Best Years of Our Lives (1946),0,USA,tt0036868,1946
19868,Sundown (1941),0,USA,tt0034242,1941
19869,Cotton Comes to Harlem (1970),0,USA,tt0065579,1970
19870,The Subterraneans (1960),0,USA,tt0054351,1960
19871,The Face Behind the Mask (1938),0,USA,tt0033582,1938
19872,Naughty But Nice (1939),0,USA,tt0031712,1939
19873,A Connecticut Yankee in King Arthur's Court (1949),0,USA,tt0041259,1949
19874,West of the Divide (1934),0,USA,tt0025969,1934
19875,San Antonio (1945),0,USA,tt0038048,1945
19876,Mrs. Miniver (1942),0,USA,tt0035093,1942
19877,The Canyon of Adventure (1928),0,USA,tt0018746,1928
19878,The Kiss (1914),0,USA,tt0006900,1914
19879,Tom Brown of Culver (1932),0,USA,tt0023601,1932
19880,The Fourteenth Man (1920),0,USA,tt0011207,1920
19881,The Far Horizons (1955),0,USA,tt0048056,1955
19882,The Ragamuffin (1916),0,USA,tt0007242,1916
19883,Footlights (1921),0,USA,tt0012185,1921
19884,Super Fly (1972),0,USA,tt0069332,1972
19885,The Man Who Lost Himself (1920),0,USA,tt0011431,1920
19886,Ridin' Wild (1927),0,USA,tt0156959,1927
19887,The Ninth Guest (1934),0,USA,tt0025566,1934
19888,The Decks Ran Red (1958),0,USA,tt0051524,1958
19889,Da Vinci's War (1993),0,USA,tt0106644,1993
19890,The Kindred (1987),0,USA,tt0091343,1987
19891,Mountain Talk (2004),0,USA,tt1432153,2004
19892,My Fair Lady (1964),0,USA,tt0058385,1964
19893,The Indian Wars (1914),0,USA,tt0004155,1914
19894,The Sun Also Rises (1957),0,USA,tt0051028,1957
19895,Little Lord Fauntleroy (1921),0,USA,tt0012397,1921
19896,Candi Girl (1979),0,USA,tt0075805,1979
19897,Girls on Fire (1984),0,USA,tt0124667,1984
19898,Her Name Was Lisa (1980),0,USA,tt0079290,1980
19899,John Holmes and the All Star Sex Queens (1980),0,USA,tt0244004,1980
19900,Lost in Lust (1984),0,USA,tt0139433,1984
19901,Blake of Scotland Yard (1927),0,USA,tt0017681,1927
19902,Lustful Feelings (1977),0,USA,tt0124542,1977
19903,Marathon (1983),0,USA,tt0186334,1983
19904,Prisoner of Paradise (1980),0,USA,tt0127161,1980
19905,Rubdown (1985),0,USA,tt0198987,1985
19906,Sweet Cheeks (1980),0,USA,tt0196988,1980
19907,Star Worms II: Attack of the Pleasure Pods (1985),0,USA,tt0457490,1985
19908,The Little French Maid (1981),0,USA,tt0151359,1981
19909,The Private Pleasures of John C. Holmes (1983),0,USA,tt0127170,1983
19910,The Treasure Box (1979),0,USA,tt0178075,1979
19911,Times Square Comes Alive (1985),0,USA,tt0283059,1985
19912,Love Goddesses (1981),0,USA,tt0214889,1981
19913,Stranger on the Third Floor (1940),0,USA,tt0033107,1940
19914,Jade (1995),0,USA,tt0113451,1995
19915,Stunts (1977),0,USA,tt0076776,1977
19916,The Wages of Spin (2008),0,USA,tt1189398,2008
19917,Teaserama (1955),0,USA,tt0048700,1955
19918,We Do It! (1970),0,USA,tt0260537,1970
19919,Paula Peril: Midnight Is the Darkest Hour (2008),0,USA,tt1059314,2008
19920,Snuff (1975),0,USA,tt0072184,1975
19921,The Wildest! (1969),0,USA,tt0261415,1969
19922,Smokey and the Good Time Outlaws (1978),0,USA,tt0078284,1978
19923,Savannah (1989),0,USA,tt0226408,1989
19924,"Rich, Young and Pretty (1951)",0,USA,tt0043968,1951
19925,Shatter (1974),0,Hong Kong,tt0074268,1974
19926,Shen wei san meng long (1980),0,Hong Kong,tt0075859,1980
19927,Cheese (1974),0,USA,tt0141185,1974
19928,Heavy Load (1975),0,USA,tt0140130,1975
19929,Illusion of Love (1975),0,USA,tt0183232,1975
19930,Nattie's Pleasure Palace (1975),0,USA,tt0144428,1975
19931,Police Academy (1984),0,USA,tt0087928,1984
19932,Peter Pan (1924),0,USA,tt0015224,1924
19933,Applause (1929),0,USA,tt0019644,1929
19934,As You Desire Me (1932),0,USA,tt0022641,1932
19935,Letter from an Unknown Woman (1948),0,USA,tt0040536,1948
19936,Shogun Assassin (1980),0,"Japan,USA",tt0081506,1980
19937,Peter Ibbetson (1935),0,USA,tt0026866,1935
19938,An American Crime (2007),0,USA,tt0802948,2007
19939,Nightmare Alley (1947),0,USA,tt0039661,1947
19940,The Return of Jimmy Valentine (1936),0,USA,tt0028171,1936
19941,Blood Money (1933),0,USA,tt0023818,1933
19942,Easy Living (1937),0,USA,tt0028816,1937
19943,"Fight Back, Fight AIDS: 15 Years of ACT UP (2004)",0,USA,tt0432286,2004
19944,The Soldier and the Lady (1937),0,USA,tt0029584,1937
19945,Jack (1974),0,USA,tt0222049,1974
19946,A Kiss in the Dark (1949),0,USA,tt0041550,1949
19947,Lonesome (1928),0,USA,tt0019109,1928
19948,Mondo Rocco (1970),0,USA,tt0206152,1970
19949,Voices from the Front (1992),0,USA,tt0103220,1992
19950,Turn on to Love (1969),0,USA,tt0065131,1969
19951,The Silver Lining (1932),0,USA,tt0023474,1932
19952,When the Game Stands Tall (2014),0,USA,tt2247476,2014
19953,Marked for Love (1967),0,USA,tt0251227,1967
19954,Love: My Way (1966),0,USA,tt0250538,1966
19955,Love Thy Neighbor and His Wife (1970),0,USA,tt0125868,1970
19956,Love Is Where It's At (1968),0,USA,tt0125861,1968
19957,Key Club Wives (1968),0,USA,tt0222106,1968
19958,"I, Marquis de Sade (1967)",0,USA,tt0220568,1967
19959,Hot Lips for Hot Heads (1970),0,USA,tt0220533,1970
19960,Wakare no chatsumi-uta (1957),0,Japan,tt0051061,1957
19961,Heavenly Bodies! (1963),0,USA,tt0057133,1963
19962,Guilty Parents (1934),0,USA,tt0025210,1934
19963,Caveat (2011),0,USA,tt2091258,2011
19964,Girl Pusher (1968),0,USA,tt0219041,1968
19965,Gigi Goes to Pot (1971),0,USA,tt0219039,1971
19966,Forbidden Pleasure (1969),0,USA,tt0218264,1969
19967,Glamarus (2014),0,USA,tt3898368,2014
19968,Fanny Hill Meets Dr. Erotico (1969),0,USA,tt0129921,1969
19969,Erika/One (1969),0,USA,tt0217441,1969
19970,Holly (2006),0,USA,tt0419815,2006
19971,Do Me! Do Me! Do Me! (1969),0,USA,tt0217368,1969
19972,Crazy Wild and Crazy (1964),0,USA,tt0059067,1964
19973,Come Ride the Wild Pink Horse (1967),0,USA,tt0060252,1967
19974,C'mon Baby Light My Fire (1969),0,USA,tt0210559,1969
19975,Blackmailed Wives (1968),0,USA,tt0211270,1968
19976,Bettkanonen (1973),0,USA,tt0069781,1973
19977,Bed of Violence (1967),0,USA,tt0060156,1967
19978,Around the World with Nothing On (1963),0,USA,tt2358893,1963
19979,Alice in Acidland (1969),0,USA,tt0159948,1969
19980,The Man from Laramie (1955),0,USA,tt0048342,1955
19981,Make Out Madam (1970),0,USA,tt0250566,1970
19982,Marsha: The Erotic Housewife (1970),0,USA,tt0143621,1970
19983,The Sex Shuffle (1968),0,USA,tt0257149,1968
19984,Meeting on 69th Street (1969),0,USA,tt0251246,1969
19985,The Sensualist (1966),0,USA,tt0257132,1966
19986,The Saucy Aussie (1963),0,USA,tt0257100,1963
19987,The Ruined Bruin (1961),0,USA,tt0445684,1961
19988,The Raw Ones (1965),0,USA,tt0189959,1965
19989,The Muthers (1968),0,USA,tt0144371,1968
19990,Little Caesar (1931),0,USA,tt0021079,1931
19991,The House on Beaver St. (1970),0,USA,tt1210811,1970
19992,Wai Si-Lei chuen kei (1987),0,Hong Kong,tt0090302,1987
19993,The Hookers (1967),0,USA,tt0219808,1967
19994,The Degenerates (1967),0,USA,tt0216679,1967
19995,The Beast That Killed Women (1965),0,USA,tt0058955,1965
19996,Take Me Naked (1966),0,USA,tt0061060,1966
19997,Swingtail (1969),0,USA,tt0259021,1969
19998,Suburban Girls Club (1968),0,USA,tt0258998,1968
19999,Smashing the Vice Trust (1937),0,USA,tt0174217,1937
20000,Slaves of the Sin-dicate (1967),0,USA,tt0258166,1967
20001,Sin You Sinners (1963),0,USA,tt0055450,1963
20002,Shangri-La (1961),0,USA,tt0148786,1961
20003,It Came from Outer Space (1953),0,USA,tt0045920,1953
20004,Sexual Sensory Perception (1975),0,USA,tt0189086,1975
20005,Sex Cures the Crazy (1968),0,USA,tt0257138,1968
20006,Sensation Hunters (1933),0,USA,tt0025762,1933
20007,Ready for Anything! (1968),0,USA,tt0256314,1968
20008,Prowl Girls (1968),0,USA,tt0255519,1968
20009,Playgirls International (1963),0,USA,tt0187408,1963
20010,Nudes Inc. (1964),0,USA,tt0145138,1964
20011,Wakai hito (1937),0,Japan,tt0324491,1937
20012,The Maids (1975),0,USA,tt0143571,1975
20013,The All-American Girl (1973),0,USA,tt0122888,1973
20014,Seven Pounds (2008),0,USA,tt0814314,2008
20015,One Point O (2004),0,USA,tt0317042,2004
20016,Kiss the Bride (2002),0,USA,tt0296711,2002
20017,Kansen (2004),0,Japan,tt0418778,2004
20018,I Am David (2003),0,USA,tt0327919,2003
20019,Finding Neverland (2004),0,USA,tt0308644,2004
20020,The Bells (1918),0,USA,tt0008875,1918
20021,The Helen Morgan Story (1957),0,USA,tt0050494,1957
20022,The Belle of New York (1919),0,USA,tt0009918,1919
20023,The Burning Hell (1974),0,USA,tt0412540,1974
20024,Vamp Bikers (2013),0,USA,tt2649126,2013
20025,White Zombie (1932),0,USA,tt0023694,1932
20026,Condemned to Live (1935),0,USA,tt0026230,1935
20027,Cold River (1982),0,USA,tt0083741,1982
20028,Home Town Story (1951),0,USA,tt0043651,1951
20029,The Beat Generation (1959),0,USA,tt0052610,1959
20030,Voodoo Island (1957),0,USA,tt0051173,1957
20031,Hazard (1948),0,USA,tt0040426,1948
20032,Nighthawks (1981),0,USA,tt0082817,1981
20033,Ninja Destroyer (1986),0,Hong Kong,tt0066151,1986
20034,Come Fill the Cup (1951),0,USA,tt0043424,1951
20035,Across the Wide Missouri (1951),0,USA,tt0043262,1951
20036,The Girls on the Beach (1965),0,USA,tt0059227,1965
20037,Vampires of Sorority Row (1999),0,USA,tt0220138,1999
20038,The Sound of Music (1965),0,USA,tt0059742,1965
20039,Nowhere to Hide (1987),0,USA,tt0093654,1987
20040,Nu ji zhong ying (1973),0,Hong Kong,tt0071189,1973
20041,And We Wait (2015),0,USA,tt2199772,2015
20042,Rudo y Cursi (2008),0,USA,tt0405393,2008
20043,My Boss's Daughter (2003),0,USA,tt0270980,2003
20044,Stars and Bars (1988),0,USA,tt0096166,1988
20045,Service de Luxe (1938),0,USA,tt0030732,1938
20046,Please... Mr. Postman (1981),0,USA,tt0127124,1981
20047,26x365=0 (1979),0,South Korea,tt0329957,1979
20048,Kuai can che (1984),0,Hong Kong,tt0087578,1984
20049,He qi dao (1972),0,"Hong Kong,South Korea",tt0068676,1972
20050,China O'Brien (1990),0,USA,tt0099260,1990
20051,Camille (1921),0,USA,tt0012027,1921
20052,The Married Virgin (1918),0,USA,tt0009356,1918
20053,Tower of London (1939),0,USA,tt0032049,1939
20054,The Wild Party (1975),0,USA,tt0073903,1975
20055,Tunnel Vision (1976),0,USA,tt0075357,1976
20056,The Working Girls (1974),0,USA,tt0070927,1974
20057,The Manhandlers (1974),0,USA,tt0128326,1974
20058,Dr. Minx (1975),0,USA,tt0072905,1975
20059,Beyond Atlantis (1973),0,USA,tt0069783,1973
20060,Mindkiller (1987),0,USA,tt0158785,1987
20061,Monster High (1989),0,USA,tt0097905,1989
20062,My Demon Lover (1987),0,USA,tt0093589,1987
20063,Naked Vengeance (1985),0,USA,tt0091604,1985
20064,Never Too Young to Die (1986),0,USA,tt0091621,1986
20065,What Price Beauty? (1925),0,USA,tt0019567,1925
20066,Zandalee (1991),0,USA,tt0101004,1991
20067,Vampire's Kiss (1988),0,USA,tt0098577,1988
20068,Unstoppable (2004),0,USA,tt0349889,2004
20069,Night Trap (1993),0,USA,tt0107684,1993
20070,The Final Cut (2004),0,USA,tt0364343,2004
20071,Dead End (1937),0,USA,tt0028773,1937
20072,Cool Hand Luke (1967),0,USA,tt0061512,1967
20073,Heidi's Song (1982),0,USA,tt0084060,1982
20074,Nurse Sherri (1978),0,USA,tt0076478,1978
20075,Off Beat (1986),0,USA,tt0091668,1986
20076,The Raven (1963),0,USA,tt0057449,1963
20077,Bruiser (2000),0,USA,tt0212830,2000
20078,Radioactive Dreams (1985),0,USA,tt0091818,1985
20079,The Color Purple (1985),0,USA,tt0088939,1985
20080,Retribution (1987),0,USA,tt10107764,1987
20081,The White Outlaw (1929),0,USA,tt0020584,1929
20082,The Cold Deck (1917),0,USA,tt0007811,1917
20083,Hated: GG Allin & the Murder Junkies (1993),0,USA,tt0107086,1993
20084,Press for Truth (2006),0,USA,tt0867134,2006
20085,Rituals (1977),0,USA,tt0076630,1977
20086,Tropennächte (1931),0,USA,tt0147629,1931
20087,The Last Magic Act (2004),0,USA,tt3179284,2004
20088,Attack! Battle of New Britain (1944),0,USA,tt0185893,1944
20089,Tunisian Victory (1944),0,USA,tt0037404,1944
20090,The Amazing Colossal Man (1957),0,USA,tt0050118,1957
20091,Tow (2010),0,USA,tt1683013,2010
20092,Robot Jox (1989),0,USA,tt0102800,1989
20093,Video Tramp (1984),0,USA,tt0153539,1984
20094,Doctor I'm Coming (1970),0,USA,tt0124413,1970
20095,Steppenwolf (1974),0,USA,tt0072206,1974
20096,Rolling Thunder (1977),0,USA,tt0076637,1977
20097,How's Your Love Life? (1971),0,USA,tt0275412,1971
20098,Sadaetonguimun (1978),0,South Korea,tt0158523,1978
20099,Silver Spurs (1936),0,USA,tt0028251,1936
20100,Tarantula (1955),0,USA,tt0048696,1955
20101,Surf Nazis Must Die (1987),0,USA,tt0094077,1987
20102,The Doberman Gang (1972),0,USA,tt0068491,1972
20103,An Evening of Edgar Allan Poe (1970),0,USA,tt0229371,1970
20104,Scarecrows (1988),0,USA,tt0096046,1988
20105,The Ghost Ship (1943),0,USA,tt0035937,1943
20106,Red River Valley (1936),0,USA,tt0028163,1936
20107,The Invisible Ray (1936),0,USA,tt0027800,1936
20108,The Bad Man (1923),0,USA,tt0013856,1923
20109,The Phantom of the Opera (1925),0,USA,tt0016220,1925
20110,Yellowstone Cubs (1963),0,USA,tt0206446,1963
20111,The Shaggy Dog (1959),0,USA,tt0053271,1959
20112,So Dear to My Heart (1948),0,USA,tt0041890,1948
20113,Almost Angels (1962),0,USA,tt0055740,1962
20114,Orozco el embalsamador (2001),0,Japan,tt0982908,2001
20115,Otogiriso (2001),0,Japan,tt0293478,2001
20116,New York Nights (1929),0,USA,tt0020217,1929
20117,The Night of the Hunter (1955),0,USA,tt0048424,1955
20118,"Oui, Girls (1981)",0,USA,tt0189874,1981
20119,Parasite (1982),0,USA,tt0084472,1982
20120,One Night in the Tropics (1940),0,USA,tt0032873,1940
20121,Parents (1989),0,USA,tt0098068,1989
20122,Penitentiary Chances (1998),0,USA,tt0177100,1998
20123,Picking Up the Pieces (2000),0,USA,tt0192455,2000
20124,Pray for Death (1985),0,USA,tt0089835,1985
20125,Part Time Wife (1930),0,USA,tt0021237,1930
20126,Sylvia Scarlett (1935),0,USA,tt0027067,1935
20127,The Avenger (1931),0,USA,tt0023773,1931
20128,Private School (1983),0,USA,tt0086143,1983
20129,The Auction Block (1917),0,USA,tt0007655,1917
20130,Stag (1997),0,USA,tt0120192,1997
20131,Stranded in Canton (2005),0,USA,tt0479545,2005
20132,Ragewar (1984),0,USA,tt0089060,1984
20133,Reform School Girl (1957),0,USA,tt0050890,1957
20134,The Little Shop of Horrors (1960),0,USA,tt0054033,1960
20135,Forbidden Planet (1956),0,USA,tt0049223,1956
20136,A Thousand Pleasures (1968),0,USA,tt0063690,1968
20137,A Night at the Follies (1947),0,USA,tt0147089,1947
20138,Stranger at My Door (1956),0,USA,tt0049806,1956
20139,Pawnee (1957),0,USA,tt0050827,1957
20140,Man of Conquest (1939),0,USA,tt0031620,1939
20141,In Old Oklahoma (1943),0,USA,tt0036038,1943
20142,Hit Parade of 1943 (1943),0,USA,tt0035727,1943
20143,Flame of Barbary Coast (1945),0,USA,tt0037702,1945
20144,Fair Wind to Java (1953),0,USA,tt0045743,1953
20145,Dark Command (1940),0,USA,tt0032383,1940
20146,Dakota Incident (1956),0,USA,tt0049118,1956
20147,Cat Ballou (1965),0,USA,tt0059017,1965
20148,Brimstone (1949),0,USA,tt0041210,1949
20149,Blackboard Jungle (1955),0,USA,tt0047885,1955
20150,Angel on the Amazon (1948),0,USA,tt0040095,1948
20151,The Candy Snatchers (1973),0,USA,tt0069840,1973
20152,Tex (1982),0,USA,tt0084783,1982
20153,Blessed Event (1932),0,USA,tt0022696,1932
20154,In the Good Old Summertime (1949),0,USA,tt0041507,1949
20155,Take One (1977),0,USA,tt0259029,1977
20156,Sex Is... (1993),0,USA,tt0108090,1993
20157,'Daisy Lay': Ozark Virgin? (1971),0,USA,tt0145270,1971
20158,Moving! (1974),0,USA,tt0179992,1974
20159,Heavy Equipment (1977),0,USA,tt0207508,1977
20160,Gemini (1977),0,USA,tt0456429,1977
20161,The Curse (1987),0,USA,tt0092809,1987
20162,That Boy (1974),0,USA,tt0259636,1974
20163,The Cyclops (1957),0,USA,tt0050281,1957
20164,The Day Time Ended (1979),0,USA,tt0080596,1979
20165,The Devil's Rain (1975),0,USA,tt0072869,1975
20166,Santa Fe Passage (1955),0,USA,tt0048584,1955
20167,The Last Command (1955),0,USA,tt0048287,1955
20168,Reckless (1935),0,USA,tt0026914,1935
20169,The Maverick Queen (1956),0,USA,tt0049487,1956
20170,Little Nellie Kelly (1940),0,USA,tt0032718,1940
20171,Hit the Deck (1955),0,USA,tt0048171,1955
20172,Good News (1947),0,USA,tt0039431,1947
20173,Girl Crazy (1943),0,USA,tt0035942,1943
20174,Dangerous When Wet (1953),0,USA,tt0045670,1953
20175,Cynthia (1947),0,USA,tt0039293,1947
20176,The New Centurions (1972),0,USA,tt0068997,1972
20177,Resurrection (1931),0,USA,tt0022307,1931
20178,The Dumb Girl of Portici (1916),0,USA,tt0006614,1916
20179,Invitation to the Dance (1956),0,USA,tt0049367,1956
20180,The Black Room (1982),0,USA,tt0086971,1982
20181,While Thousands Cheer (1940),0,USA,tt0033255,1940
20182,The Return of Mandy's Husband (1948),0,USA,tt0202554,1948
20183,The Duke Is Tops (1938),0,USA,tt0030089,1938
20184,Lost Boundaries (1949),0,USA,tt0041600,1949
20185,Going to Glory... Come to Jesus (1946),0,USA,tt0038568,1946
20186,Arrowsmith (1931),0,USA,tt0021622,1931
20187,The Blood of Jesus (1941),0,USA,tt0033406,1941
20188,Souls of Sin (1949),0,USA,tt0041903,1949
20189,Miracle in Harlem (1948),0,USA,tt0040593,1948
20190,Killer Diller (1948),0,USA,tt0040508,1948
20191,Juke Joint (1947),0,USA,tt0039521,1947
20192,The 7th Voyage of Sinbad (1958),0,USA,tt0051337,1958
20193,Dirty Gertie from Harlem U.S.A. (1946),0,USA,tt0038480,1946
20194,Carib Gold (1957),0,USA,tt0264460,1957
20195,White Cargo (1942),0,USA,tt0035553,1942
20196,Wake of the Red Witch (1948),0,USA,tt0040946,1948
20197,Oriental Blue (1975),0,USA,tt0073492,1975
20198,Slumdog Millionaire (2008),0,USA,tt1010048,2008
20199,The Dirt Gang (1972),0,USA,tt0068486,1972
20200,The Shopworn Angel (1938),0,USA,tt0030744,1938
20201,Wendy and Lucy (2008),0,USA,tt1152850,2008
20202,Until Tomorrow Comes (1992),0,USA,tt0105701,1992
20203,Zorns Lemma (1970),0,USA,tt0131149,1970
20204,Vice Squad (1982),0,USA,tt0084861,1982
20205,Sombrero (1953),0,USA,tt0046344,1953
20206,Nightwing (1979),0,USA,tt0079631,1979
20207,"See Here, Private Hargrove (1944)",0,USA,tt0037256,1944
20208,They Call Me Macho Woman! (1991),0,USA,tt0098467,1991
20209,The First Turn-On!! (1983),0,USA,tt0085547,1983
20210,We Live in Public (2009),0,USA,tt0498329,2009
20211,20-seiki shônen: Honkaku kagaku bôken eiga (2008),0,Japan,tt1155705,2008
20212,The Green Berets (1968),0,USA,tt0063035,1968
20213,The Headless Eyes (1971),0,USA,tt0067192,1971
20214,The Reluctant Debutante (1958),0,USA,tt0052126,1958
20215,The Hitch-Hiker (1953),0,USA,tt0045877,1953
20216,Castle on the Hudson (1940),0,USA,tt0032315,1940
20217,"Tensión sexual, Volumen 1: Volátil (2012)",0,USA,tt2433190,2012
20218,Curly Top (1935),0,USA,tt0026252,1935
20219,The Incredible Melting Man (1977),0,USA,tt0076191,1977
20220,George White's Scandals (1934),0,USA,tt0025166,1934
20221,Polly of the Circus (1932),0,USA,tt0023349,1932
20222,Jokôsei: tenshi no harawata (1978),0,Japan,tt0223577,1978
20223,"20,000 Leagues Under the Sea (1954)",0,USA,tt0046672,1954
20224,The Kidnapping of the President (1980),0,USA,tt0080997,1980
20225,Rope Art (2000),0,USA,tt0202560,2000
20226,Tennessee's Pardner (1916),0,USA,tt0007435,1916
20227,Tenkôsei (1982),0,Japan,tt0084778,1982
20228,Tongues Untied (1989),0,USA,tt0103099,1989
20229,"Tom, Tom, the Piper's Son (1969)",0,USA,tt0378889,1969
20230,Terumae romae (2012),0,Japan,tt1867101,2012
20231,The Boston Strangler (1968),0,USA,tt0062755,1968
20232,The Disturbance (1990),0,USA,tt0099440,1990
20233,Don't Drink the Water (1969),0,USA,tt0064247,1969
20234,The Strange Woman (1918),0,USA,tt0009658,1918
20235,Texas Across the River (1966),0,USA,tt0061080,1966
20236,Uisa Ahn Jung-geun (1972),0,South Korea,tt0324352,1972
20237,The Trespasser (1929),0,USA,tt0020514,1929
20238,The Lonely Trail (1936),0,USA,tt0027905,1936
20239,The Evil (1978),0,USA,tt0077524,1978
20240,The Final Terror (1983),0,USA,tt0082379,1983
20241,Alias John Law (1935),0,USA,tt0026052,1935
20242,The Fix (1985),0,USA,tt0087264,1985
20243,West of the Pecos (1922),0,USA,tt0013745,1922
20244,King of the Pecos (1936),0,USA,tt0027849,1936
20245,The Cremaster Cycle (2003),0,USA,tt1992236,2003
20246,Ex-Lady (1933),0,USA,tt0023993,1933
20247,Parachute Jumper (1933),0,USA,tt0024426,1933
20248,Abraham Lincoln (1930),0,USA,tt0020620,1930
20249,Romance of the West (1930),0,USA,tt0021311,1930
20250,What Happened to Jones (1915),0,USA,tt0006253,1915
20251,45 Calibre Echo (1932),0,USA,tt0193957,1932
20252,Journeys from Berlin/1971 (1980),0,USA,tt0080969,1980
20253,Lives of Performers (1972),0,USA,tt0068865,1972
20254,The Forest (1982),0,USA,tt0122070,1982
20255,MURDER and murder (1996),0,USA,tt0116949,1996
20256,Native Land (1942),0,USA,tt0035112,1942
20257,The Forgotten (1973),0,USA,tt0069994,1973
